candle_idx,direction,confidence,entry_price,exit_price,win
2019,BUY,0.838,1.15298,1.15297,False
2020,PUT,0.6792,1.15299,1.15294,True
2021,BUY,0.8994,1.15295,1.15296,True
2023,BUY,0.9043,1.15294,1.15313,True
2024,PUT,0.7611,1.15296,1.15309,False
2025,BUY,0.9351,1.15288,1.15307,True
2026,PUT,0.9201,1.15313,1.1531,True
2027,PUT,0.8574,1.15309,1.15307,True
2028,PUT,0.7083,1.15307,1.1531,False
2029,PUT,0.8926,1.1531,1.15307,True
2030,PUT,0.6235,1.15307,1.1531,False
2031,PUT,0.9597,1.1531,1.15308,True
2032,PUT,0.6179,1.15307,1.15309,False
2033,PUT,0.9567,1.1531,1.1531,True
2034,PUT,0.7862,1.15308,1.15308,True
2035,PUT,0.8529,1.15309,1.1531,False
2036,PUT,0.9281,1.1531,1.15307,True
2038,PUT,0.9126,1.1531,1.15307,True
2040,PUT,0.9427,1.1531,1.15307,True
2041,BUY,0.6455,1.15307,1.1531,True
2042,PUT,0.8772,1.1531,1.15308,True
2043,BUY,0.7788,1.15307,1.153,False
2044,PUT,0.7399,1.1531,1.15303,True
2046,BUY,0.8053,1.153,1.15304,True
2048,BUY,0.8232,1.15301,1.15364,True
2049,PUT,0.9351,1.15304,1.15318,False
2050,BUY,0.9336,1.15301,1.15317,True
2051,PUT,0.9609,1.15364,1.15314,True
2052,PUT,0.8546,1.15318,1.15316,True
2053,PUT,0.9475,1.15317,1.15315,True
2054,PUT,0.6188,1.15314,1.15315,False
2055,PUT,0.9761,1.15316,1.15316,True
2056,PUT,0.7986,1.15315,1.15314,True
2057,PUT,0.8162,1.15315,1.15317,False
2058,PUT,0.9616,1.15316,1.15314,True
2060,PUT,0.973,1.15317,1.15314,True
2061,BUY,0.8212,1.15314,1.15317,True
2062,PUT,0.9429,1.15317,1.15315,True
2063,BUY,0.8474,1.15314,1.15316,True
2064,PUT,0.9593,1.15317,1.15317,True
2065,BUY,0.6657,1.15315,1.15315,False
2066,PUT,0.6748,1.15316,1.15317,False
2067,PUT,0.9256,1.15317,1.15314,True
2068,BUY,0.8585,1.15315,1.15317,True
2069,PUT,0.9233,1.15317,1.15314,True
2070,BUY,0.9387,1.15314,1.15317,True
2071,PUT,0.7153,1.15317,1.15314,True
2072,BUY,0.9713,1.15314,1.15365,True
2073,PUT,0.6225,1.15317,1.15315,True
2074,BUY,0.9371,1.15314,1.15329,True
2075,PUT,0.9703,1.15365,1.15327,True
2076,BUY,0.8221,1.15315,1.15325,True
2077,PUT,0.9713,1.15329,1.15328,True
2078,PUT,0.9411,1.15327,1.15324,True
2079,PUT,0.7331,1.15325,1.15328,False
2080,PUT,0.969,1.15328,1.15324,True
2082,PUT,0.986,1.15328,1.15325,True
2084,PUT,0.9569,1.15327,1.15327,True
2086,PUT,0.8617,1.15326,1.15327,False
2087,PUT,0.8887,1.15327,1.15324,True
2088,BUY,0.765,1.15325,1.15328,True
2089,PUT,0.8932,1.15327,1.15324,True
2090,BUY,0.8489,1.15324,1.15328,True
2091,PUT,0.9003,1.15328,1.15325,True
2092,BUY,0.9097,1.15324,1.15327,True
2093,PUT,0.9584,1.15328,1.15327,True
2094,BUY,0.8964,1.15325,1.15326,True
2097,BUY,0.6457,1.15326,1.15363,True
2098,PUT,0.6573,1.15327,1.15319,True
2099,BUY,0.9687,1.15325,1.15349,True
2100,PUT,0.9896,1.15363,1.1531,True
2101,BUY,0.9204,1.15319,1.15318,False
2102,PUT,0.9807,1.15349,1.15316,True
2103,BUY,0.7538,1.1531,1.15317,True
2104,PUT,0.8085,1.15318,1.15318,True
2107,PUT,0.8127,1.15318,1.15315,True
2108,BUY,0.9358,1.15316,1.15319,True
2109,PUT,0.8924,1.15318,1.15315,True
2110,BUY,0.9317,1.15315,1.15318,True
2111,PUT,0.9452,1.15319,1.15315,True
2112,BUY,0.8861,1.15315,1.15318,True
2113,PUT,0.937,1.15318,1.15316,True
2114,BUY,0.8002,1.15315,1.15317,True
2115,PUT,0.8206,1.15318,1.15318,True
2116,PUT,0.6169,1.15316,1.15316,True
2117,BUY,0.8925,1.15317,1.15318,True
2118,PUT,0.9542,1.15318,1.15315,True
2119,BUY,0.9532,1.15316,1.15319,True
2120,PUT,0.896,1.15318,1.15315,True
2121,BUY,0.9727,1.15315,1.15318,True
2122,PUT,0.8459,1.15319,1.15316,True
2123,BUY,0.9804,1.15315,1.15364,True
2126,PUT,0.979,1.15364,1.15328,True
2127,PUT,0.9343,1.1533,1.15326,True
2128,PUT,0.8564,1.15328,1.15334,False
2129,PUT,0.7775,1.15328,1.15309,True
2130,BUY,0.8381,1.15326,1.1532,False
2131,PUT,0.9854,1.15334,1.15303,True
2132,BUY,0.7664,1.15309,1.15307,False
2133,PUT,0.9659,1.1532,1.15308,True
2134,BUY,0.7763,1.15303,1.15317,True
2135,PUT,0.8365,1.15307,1.15307,True
2136,PUT,0.7704,1.15308,1.15295,True
